label	text_a
0	视频讲解清晰，题目难度适中。
1	很好 了解了很多关于舞蹈
1	很棒很棒很棒
1	课程非常可哟
1	课程安排挺合理的
1	课程厚实内容满意
1	老师非常优秀，课程非常清楚，很喜欢
0	太先进了！！！
0	互评环节能让我认识到答题的规范性，评了几份试题下来答案也记得差不多了，因此有助于课程内容的深化。
1	课程内容不仅仅提高了自我认识，也有益于其他的学习
1	线上线下内容紧凑，很棒
1	非常非常棒
1	让我学习到很多知识
1	好好好好好
1	很棒的课程，学到了很多
1	老师上课严谨认真，课堂氛围活跃，可以学到关于篮球和体育相关的许多有用的知识，受益良多。
0	恶魔妈妈木木
1	非常不错的一门课
0	刷新了我的认知
0	A17302591259
1	受益很大。
0	前面的三讲都很仔细，包括屈原的姓氏，家族，思想，感觉很好，但是讲离骚这一课时，我觉得时间不够，只是讲了在何时写的离骚，三角恋关系等，离骚我建议还可以深入讲解分析。反正我觉得每个课时时间都不够呀
0	无乌呜呜呜呜呜
1	还可以，学大一些
0	GOOD啊
1	讲的很棒!老师很好!
1	收获了很多
1	很不错哦。
1	很好的课程
0	good very good
1	不错，非常好
1	讲得太好了
0	还行吧，蛮不错的
0	"古代文学作品选一般被认为是古代文学史的准备性课程	所以在教材选篇和编排上追随着古代文学史的纲目和评价	以时代和作家为序。也有的教材按大的文体类别编排。学了这门课程后，我学习到了许多诗词背后的深度含义，也学习到古代文学作品选的描写手法和典故运用等。老师也在讨论区时不时发起话题，使我们对每章节所学过的知识进行巩固和自我消化。"
0	Nice!
0	66666666
1	课程十分精彩，内容丰富多彩，学到了很多知识，很赞哦，老师也很好
0	不意外分工哇嘎
1	非常好，谢谢老师们！
1	感觉收获颇丰
0	66666
1	讲解清晰，作业适当
1	挺不错的，感觉很有收获
1	非常好，受到了很多启发
1	课程很有趣
0	有点枯燥 其他都挺好的
0	挺好的！但好像不能小窗口播放。。
1	课程丰富，老师教授有趣，能从中学到很多
1	课程内容很好，老师讲解很全面，让我对篮球有了更深一步的了解
0	Aa123456
1	很棒，学到了很多东西
0	嘤嘤嘤没法用这个复习了
1	从了解每个人的学习基础、预习情况、课堂实践和课后作业，包括每周的视频打卡，真的可以看出老师安排课程的用心。虽然是线上授课，但是教学效果与线下差不多。
0	视频、课件、测验、讨论四位一体的结合让我对暂态的学习有了进一步的进展。
0	这个东西太行了
1	课程挺好的，提高了对篮球的理解和兴趣
1	哈哈哈哈哈
1	感觉很有意思 十分有兴趣
1	很不错，值得推荐。
1	学到很多东西
0	22222
1	知识很系统，很专业，好评
1	超级棒棒哒
1	讲的真好，受教了
1	组织内容非常清晰，授课老师讲解明确
1	好的一批啊
0	填空题意思一样不算对，太鸡肋
0	Good!
0	11111111
0	Qwzh12345.
1	上乘，讲解细致
0	咋说的罚他发一个很发达
1	拓宽了我的知识面
0	可以根据自己的进度学习，更容易消化重难点。
0	撒旦法退回哦剖呀
0	66666666
0	课程内容少，没能更新全成课程，有些失望
0	老师快开课啊
0	对于我来说有点难，但我会努力把它做好的
1	排舞很有趣 激起了我对舞蹈的兴趣 老师教学也非常人性化
0	学无止境，一个想学习的，什么情况下都能学习。
1	很不错！！
1	宋老师教会了我就很多关于排舞的起源概念等等，这学期还学会了平等的爱，非常喜欢排舞，超级棒！爱了爱了
0	。。。。。
0	不断地提升自己，学习茶艺，更是学习做人
1	非常有意义
0	网络差，更新不及时，看完视频有的时候不会显示进度
1	很好非常好的课程
0	没看到各类数值模式，没看到最新的业务科研技术。所提供的参考书和文献，全是2000年之前的。
0	请问我的封测范围分为
1	课程内容非常丰富，非常好，加油！
1	感觉很好这门课
0	yiersansiwu
0	151515515
0	完全就是照ppt念
0	feichanghaohahdis
1	我觉着很有用
1	老师讲的很仔细，很全面，包含了机械制造的各种知识
1	挺好的 不错
1	nice！真的是超乎预期！
1	这个课程讲的和我们的生活真的很相关，真的很好，明白了好多可以这么爱护环境的方法
1	讲的挺好的
0	交流互动感很强
1	本课程，老师讲解细致，有易犯错误的讲解很好。自己学习了内容和教学方法。
0	it is very good and nice
0	挺有用的，就是麻烦，有时候微信的提示也不准的错过了考试。。。。
0	haPpyQJKDK
0	。。。。。
0	学会了应该首先从哪些地方入手，检查欠缺部分，重点联系。
1	课程内容充实，受益匪浅
1	非常好，喜欢
1	这个课程真好呀
0	对于大一新生来说，全英文口语很难应该有适当的字幕
0	嗯嗯你嫩额
1	老师讲的很棒
1	非常好！！
1	老师讲课非常清晰，没有一脸懵，听的很轻松，答疑对我也有很大帮助
1	操作及示例选择清晰易懂，言简意赅
0	这个怎么可以获得证书啊
1	有助于课后及时巩固
0	喜欢这个课程
0	cxr15380829093
1	讲课精彩，内容丰富！
0	20173801244郑天宇 
1	讲解透彻，通俗易懂
0	歪瑞古德！
0	教学进度适中
0	体验了不一样的学习方式
0	Wyh12020405@
0	上网不卡，课程很充实。
1	讲的很清楚，示范的也很好
0	NICE GG
1	很好很好很好
1	老师负责，口齿清晰，赞
0	牛皮的不行
0	网课教导的很全面
1	课程很不错，有待提高
0	iyuviuk;l';
0	5555555555
0	本来我觉得在展示设计这方面学习是比较抽象困难的，需要学习的东西十分多并且是需要慢慢积累的，但是比较容易忘记，找了这么多网课，最后还是回到了徐老师的课堂，不因为其他，就因为老师的课比较容易理解。
0	蛮好的，测验文档视频讨论结合
0	属实有点难
1	太好了，内容十分有趣，让我更好了解了中国文化
0	本人更喜欢上面对面课程。
0	欣赏到了震撼的音乐表演
1	课程学习效果很好
1	还好，收获很多
0	课程内容设置新颖，题量合理，不会太多或太少，评分的准则合理，挺不错的。
0	excellent
0	的传统服饰的代表作之一。一袭华美的旗袍，笑靥如花时衣服仿佛着上活泼的色彩，哀愁爬上眉梢时衣服像染上淡淡的哀伤。 身着旗袍，举手投足间温婉典雅，赋予了旗袍生命。而如玉的布料，经纬交织间温润华贵，映照出女子温柔绽放的花样姿态。对于身材较好并且很有气质的女子来说，不穿旗袍实在是一大损失。女子穿上旗袍玲珑有致的曲线尽显，一颦一笑之间多了些许艺术气质与生活的高雅品位。
1	很可以，虽然这是小学的教学设计但却可以延伸到中学。
0	课前看视频 听课 看书=懂电路
0	"sndm	njdkj"
0	henhao
1	不错，好极了
1	非常有趣的内容
0	good！！！！dd
0	
0	good 老师简直不要太好
1	学到很多，老师讲的明白易懂
0	great
1	不错，值得学习
0	方山水画家人数众多。北宋初年的山水画大家李成、范宽继承了荆浩的水墨山水传统，所画作品呈现出北方雄浑壮阔的自然风光。他们二人外师造化，中得心源，笔墨精湛，意境深远。最终李成、范宽与荆浩的弟子关仝并称为“三家鼎峙，百代标程”的山水画大师。受他们的影响，擅画壮阔山水的继承者众多，如王诜、王端、燕文贵、郭熙、王诜、许道宁等，皆名震一时，成为北方山水画派的主要画家。
1	收获专业知识，得到兴趣启发。
0	虽然相比其他网课繁琐了很多，但它更考验自觉性与自主学习的动力
1	柏老师讲课很有深度，受益匪浅，必须支持，点赞
0	看完《追求》感觉自己能够想象出那些青年知识分子大革命失败后的那种绝望与无助
0	语速有点快 跟不太上
1	慕课内容挺好的
0	课不错，课后习题的提交方式让人无法忍受，没有做题的任何想法，做对的题目因为标点等原因就判错，是否该反思一下呢？如果改变不了审核系统，可否改一下出题方式？
1	学习这门课程，学到了很多
0	教学深入浅出，鞭辟入里
0	henhao
0	课程挺难的，第一次接触这种类型的课程，希望不要太糟糕
1	由于疫情只能在家学习
0	金智秀也会太极拳吗？
0	feichanghao
0	gg  hhh
1	真的很好受益良多
0	tebiehao
1	各位老师讲的内容都浅显易懂，让我们对大气污染的形成有了深刻的认识，希望各位老师能够继续为我们带来精彩的课程，也希望更多的人能够意识到换大气污染的危害，为污染治理尽一份力~
0	nnnnnn
1	学到了很多之前不知道的东西
1	非常好好的
0	keyi keyi keyi
0	weishenmoyaohupinga w doubuzhidao
1	内容生动有趣，形象而科学的解释了大气污染！老师也尽心尽责！
0	《学前儿童游戏》这门课程全面、系统、科学
1	能得到很多知识
1	本课程提高了我们自主学习的能力，并且课程内容也让我们十分喜欢。
0	其实还可以吧
0	chatou
0	good！
0	"...			"
1	非常非常好
1	很喜欢这门课，让我学到许多花卉知识。
0	12345
0	通知收不到
0	没题啊 怎么做
1	特别棒的课程，内容丰富，教学详细，可以学到许多东西，值得一学。
0	和在学校相比效率差一点
1	内容很丰富 收货很多
1	不仅可以欣赏到富有内涵的美丽旗袍，还可以学习到旗袍的制作，就是好=。=
1	挺好的，内容丰富
0	每周都登陆慕课网来学习新课，网课很满意，学有所获。但是不知道是什么原因，在“讨论”这一环节，我的评论上传不了了，尤其是带有图片的，哎。希望系统能有所改进。
1	颇有收获，非常棒
1	感觉很棒，可以随时学习，收获很大！
0	ting hao de ke cheng
0	太好了吧！
1	新颖高效的教学方式，受益匪浅！
0	。。。。。
1	棒，学习后非常有收获。感觉提前预习的作用很好
0	网络营销这个课程，有利于扩大销售渠道。
0	6.67E+14
0	章节测试太难了
1	从理论的角度提升了逻辑思维能力
1	非常能帮助我学习
0	希望加入字幕，那样感觉会更好一点。
0	nbaaaaa
1	学到了很多与旗袍有关的知识
0	very well
1	讲的很细致很好
0	为什么第二章没有？
0	一般般吧。
1	内容充实，授课方式我很喜欢，了解到了很多不知道的知识
0	咳咳！有待提高
1	挺好的，老师辛苦啦
0	太多作业了
0	good nice
0	……3456
0	提交作业有问题
1	通过这门课程，我学会了如何经营网店。
1	好好好好好好！
1	学习了本课程，感受了我国蚕桑事业的发展，深有感触。很好的一门课程！
0	还行不错但是要及时更新绿点
0	shouhuopouduo
0	。。。。。。
1	不错很可以
1	在周阿根老师的《语言与文化》课上可以领略中国汉字的独特魅力，从《说文解字》谈到《楚辞》《诗经》，周阿根老师通过举例引用向同学们介绍博大精深的中华文化。语言与文化相互依存，通过这门课，我们深刻了解它们的内涵和之间存在的关系，谢谢周阿根老师，让我在追求文学的道路上走得更稳。
1	讲得不错哦
1	授课方式新颖
0	《中国古代文学作品名篇精讲》是一个非常好的教程
1	讲的非常棒啊！脉络清晰，不愧是名校
1	优秀的课程和老师
0	跟着杜老师也来表白一下。制作慕课的过程可谓千辛万苦，却也真的有一种团队一起做一个事情的感觉。现在有很多不足，相信在第二轮一定会有改进。天分课一直都是学生喜欢的课，希望同学们能爱上气象！
0	无。。。。。
1	内容丰富，学得很充实
0	不粗不粗不错
1	很棒，不错，完美
1	内容很好~
0	闪退闪退闪退
1	老师讲的都比较细
1	老师讲解要点清晰，课件配图形象，课后习题紧扣知识要点很好地进行了知识巩固。
0	第三章视频怎么看不了
1	教学认真，讲课细致，内容丰富有创意！
1	这次课程让我受益匪浅，能够了解到我所不知道的旗袍知识，能够让我看到原来旗袍也有各种各样的盘扣。
0	9999999
0	niubi
1	课程很有意义，感觉好多知识自己以前都没学过，学过这个课程后，学到了很多知识。更懂得了如何去教小学生学习知识，为以后考教师资格证奠定了一定基础。
0	赢好的吧不
0	20001214Yl@
0	不管是ppt还是作业题都很好
0	nice，good
0	Abc991208
0	人人都说消防重要，但是重要的哪里？为什么重要？我们应该怎么做？很多人搞不清楚，在这里就能找到答案。
0	可以可以，要不是学校要这个算分，谁想来学啊
1	verygood
0	结束了啊啊
1	语言与文化，作为一门人文社科类通识课，它浅显易懂，和我们的生活息息相关。在老师的带领下，我们能更深刻的理解语言文化的博大精深，它有助于我们培养自己的人文素养，提升自己的人文情怀。
0	无法清晰看出自己哪些课程未学习，哪些板块的任务未完成
1	哇！超出预期了
1	好好好好好
1	非常棒！！！
1	生物方面收获很多，有很大启发
0	great!
1	这门课很有意思
0	( ¨? )
0	真TM烦人
1	课程内容充足
0	11111
0	互评老是忘记
0	就这个样子
0	.......
0	点突出，层次分明，理论和实际相结合，中间加入的题目和问答也让我受益匪浅。教师具有极高的专业技能，授课内容通俗易懂，循序渐进，在看电影的同时不知不觉也拓展了自己的认知范围，还有一些演员的真人真事，让我听的如痴如醉，授课的方式新颖别致很有个性，每一节课都非常有趣味性。这样的教学，无论是在知识面的拓展上，还是在情操的陶冶上，都真正达到了高效率高品质的教学目的！赞！
0	好的不行啊
1	受益匪浅的
1	课程内容很生动形象
0	1132161414
0	屏幕太小了吧
0	66666
1	是非常好的
0	= =啊这 怎么说
1	通过学习小学数学课程与教学我更深入的了解了小学数学在不同学段内所学的知识，而且是循序渐进，潜移默化的
0	纯路人，有一说一，整挺好
0	还行吧，不错了
0	我感觉线上学习就像走马观花，学的内容很难进入脑子里去，特别不好，没有老师当面见的清楚明了。
0	教导我们学习如何记录美
0	66666
1	很不错，学到了很多
0	有这样的巧合，虽还未远航，却深受鼓舞
1	受到了人生的启发
1	好 太好 让我受益匪浅
0	就一般课程
0	学的东西太理论了
1	新方式新体验 加深对课上的知识的理解
1	很有收获。
0	tt20001206
1	老师上课认真，同学受益匪浅
1	老师棒棒哒
1	课程挺好的
1	李万付的父亲觉得这节课教的非常好
0	ewfnhwgh.j
0	实在是太好看了，意犹未尽啊~
1	还是很不错的，希望之后越来越好。
0	haogoodd
0	教育理念十分先进，课程模式新颖开放。一个教师最崇高的爱就是抱情怀去教育，成为学生的表率。
0	我希望老师讲课可以更加有激情 像讲故事一样娓娓道来
1	挺好的，好评
0	咳咳有待提高
1	内容好细致……
1	哇！超出预期了
0	基本每天都在用，但很多功能我还是没用过，或者用的不好。学习有收获。
0	manchang
1	适合新手学习
0	dddddddddd
0	.......
1	很好一部软件
0	反应有点迟钝
1	真不错呀，哎是
0	111111
1	老师讲课非常清楚，很明白，感谢中国慕课这个平台，可以让我们学生免费学到更多知识。
0	I don't want to comment on it because it's too bad.
1	很棒哦很好哦
0	Very Good！
1	老师讲的内容很棒
1	受益匪浅啊
1	上课变得方便，课程齐全
1	好好好好好
1	挺有用的好
0	LXY12345@
1	语速适中，比预期更能适应接收新的知识
0	66666666
1	老师讲得非常好
0	技巧性不多
0	麻烦豆沙方糕
0	课程非常好，就是想怎样才能弄到免费软件，和模拟软件，以及二手的PLC硬件来实际操作调试，这样才能更好的掌握。
1	课程整体很不错，学到了真知识。但在作业设置上还有提升空间。
0	真的是太好了
0	学到了很多关于软件测试的要点！
0	非对方水电费
1	内容全面，条理清晰，通俗易懂
1	老师很好。
0	太棒了，我迫不及待地去开了个跨境电商小店铺
1	学的针不戳
0	......
0	。。。。。
0	讲的不错，题目关键
1	讲的非常好，易懂，详细
1	老师讲得很生动，也很简洁。线上线下结合，感觉效果很好。
1	好的很呀 啊
1	开设这一门网络课程对我们的学习有很大帮助，老师们授课层次分明，重点突出，便于我们的深入了解与学习。
1	很棒，老师讲解细致认真，很用心，画图亲力亲为做示范，讲解结合图文，思路清晰，对学习起到了很大的帮助。
0	举报，内容与课程不符，后面既然都是电影
0	学到了不少
0	666666
1	讲的非常认真，通俗易懂
0	perfect
1	老师讲的很到位
0	时间不准确
0	还可以，但视频稍快，不能及时做笔记
0	6.67E+18
1	挺好的，还不错
1	老师讲的挺好
0	hhhhh
1	还可以。。
0	对这门课慢慢进入深入了解
0	五星好评 
0	11214525
0	为中华之崛起而读书
1	好非常的好
0	………………
0	你想一夜暴富吗？你想一夜成名吗？你想资产过亿吗？宝贝，你想开着兰博基尼泡妞吗？你想拿钞票点烟吗？你想成为世界的主宰吗？那还在等待什么，赶紧报名吧。
0	课程弄的比较麻烦，手机上弄不好。
0	以前只会在淘宝上买东西，却从来没有了解过其中有这么多的学问，学习到了许多东西
1	学习到了很多新的知识，非常棒
1	课程内容丰富多彩，详细
0	haohaojao
0	neirongxiangxi
0	123213123
0	麻烦 麻烦  mafan
0	nice弟弟
0	无，很好，没意见
0	讲的太好啦
1	还挺好的啊
1	生动有趣，可以快速有效地学习。
0	课程视频时间不太长，不会造成疲劳
0	12345
1	受益匪浅。
0	很好，没啥不满意的
0	不就是我的老师
0	感觉以这个定义平时分没有意义
0	通过本次网上学习，受益匪浅。
1	很好哟，老师讲的很详细
1	可以很有用
1	课程详细，具体
1	很好的一门课程，满足了对求知的渴望。
1	生动形象，深入浅出，受益良多，五星好评
0	.还好吧加不加
1	好好好好好
0	扫描仪自动上吸盘时怎么能使散光的轴位不要偏差太大
1	视频可以反复观看，不清楚的地方可以多看几遍，老师的讲解也非常的简单易懂
0	hhuhuihiuhuuuihiu
1	学会了很多物理海洋的知识，受益匪浅
0	请问哪里可以看视频教学啊
1	课件非常好
0	业精于勤荒于嬉
0	6.67E+20
1	整体还是蛮不错的
1	排舞课有强身健体、塑造形体、舒缓压力、增强身体协调性、提高健康素质的意义，棒棒哒
0	熟悉了国内外常用的跨境电子商务出口平台。
0	good！
0	，。/，/，//
0	没有考试提醒  
1	在本课程中，学会了如何写出正确合适的教学目标，教学设计。
0	课时有点少，要是能讲的再仔细一点就好了
0	lllllll
0	xy520208
1	好，很好，非常好！
1	学习到了更多的专业知识
1	收获良多多
1	非常不错   加油
0	学的不太好啊
0	qiu的呐
0	.......
0	。。。。。。
1	们的海派旗袍课，真的特别的开心，我一直对旗袍还比较喜欢，对旗袍文化也比较有兴趣，所以说通过这次学习，我能够对咱们旗袍的发展制作工艺等等有更深一步的了解，觉得成就感十足。当然，老师制作的PPT还有视频特别的精美，图文结合，让我更能充分的体会到旗袍的艺术和魅力。特别感谢老师辛苦的为我们付出，在疫情期间我们进行网上学习，老师的充足准备让我们有了一个更好的学习体验。
1	老师讲的很好，学到了很多知识
0	666666
1	收获颇多，感受中国海派旗袍的魅力
1	很像高中生物
1	了解了好多知识。受益匪浅
0	rrrrrr
1	很好很好很好
0	太好了啊啊啊啊啊啊啊啊
0	"The teacher's teaching mode is very suitable for us. According to the characteristics of the knowledge structure	 teachers give us enough teaching."
0	我来签个到
1	哈哈哈哈哈可以的。
0	比较难，不容易理解
1	觉得很满意
1	听课后很有启发
0	课程很短，听不太懂
1	内容详细，视频 学习非常有用
0	老师，请问左侧屈和右侧屈是有什么区别？
0	不想说啥，要不是学校英语要用这个评分，根本不想学。
1	感觉醍醐灌顶
0	......
0	不适合和学校网课结合
0	持续时间太长，希望能快点结课
0	henhao
0	说实话我们没有很多时间刷来刷去
1	我原本就是一个对旗袍很感兴趣的人，觉得旗袍真的是把女性的曼妙身姿展现得淋漓尽致，但由于没有经过特别的关注，所以对旗袍不是特别的了解。通过这几周的学习，让我更加的了解到了旗袍，所以也更加喜欢旗袍，作为新一代年轻人，我们要把旗袍更好的传承下去，也可适当创新，让旗袍更好的发展。
1	非常好很好
1	收获了很多
1	为邵老师打call  !!!
1	挺好的，感觉这样学习很舒服
0	。。。。。
0	wowowowow
1	好挺好的课
0	恶心，，，，
0	脑子笨学不来
1	挺好的，视频可以重复看。老师也讲得挺详细的
0	bbbbbb
1	哈哈哈哈哈哈哈
0	ssssskkkkyuyu
0	666666
0	111111
1	排舞简单易学，极大的丰富了课余生活，体育课轻松有趣，锻炼身体，活跃身心，宋老师耐心教学 很棒。
1	很符合大学生的创业需要
1	老师上课很认真，同学们都很积极，课堂氛围很好。
1	课程内容充实，老师讲解详细
1	特别不错。
0	对课程无意见
1	丰富并拓展园林绿化方面的专业知识
1	很好，很推荐
0	zzh127128
1	好好好好好好
1	非常好！特别好
1	课程内容充实有趣 老师有活力 学完以后感觉学到了不少知识
0	自己的语言其实不怎么好，应该多多练习
0	一般吧效果还不错
0	好！（此评论虽然才只有短短一个字，但语法严谨，用词工整，结构巧妙，琅琅上口，女加上子，锦上添花，此字虽然简单但表达了我们对作者的心意，可谓言简意赅，足见评论人扎实的文字功底，以及信手扭来写作技巧和惨绝人寰的终极创造能力，实在太佩服太佩服，再加上刚劲有力的感叹号收尾，实在是评论区之画龙点睛之笔！！！） 
1	身体健康啊
0	同求老师开云物理
0	实用性不高，没什么意义
0	trouble
0	66666
0	课程内容有点少
1	课程丰富，教师优秀，棒棒棒！
0	666666
1	旗袍自古是优雅和气质的代表，学了这门课，更是让我了解的很透彻。老师讲的也很细致，让我对旗袍有了深入了解，受益匪浅。
0	既然是网络课程，可屏幕上看不到老师的黑板教学内容。
0	请填写评价内容
0	我爱物理！
1	课程真的非常棒！
1	课程结构清晰，老师授课简单明了
0	增加我对中国近现代航海船舶方面的了解
1	好好好好好
0	DOOD.
0	.....
1	老师讲得很详细，适合初学者
1	不错哈哈哈哈
0	在线作业不算太难，很适合在线完成，做完就能对答案考核的知识点比较全面，便于全面复习那个慕课堂真的很好！建议老师可以多放一些题目和答案到讨论区里，这样方便大家学习。
0	goodgood
1	是课程的补充与升华
1	很不错，老师讲的清楚
1	很不错，学了感觉平常思考逻辑清晰多了
1	受益匪浅啊
1	老师讲得很详细，讲得很好
1	挺好的，不错
0	课程合理！
0	PPT做的很好，老师讲解重点突出，语言流畅，初学者很受益！不知道教材选用的是哪个出版社的？
0	it is great
1	王老师认真负责，提出的思考问题也比较有价值，mooc网学习比起实体学习更加省时间，不错。一颗星留给进步空间哈
0	非常感谢有这个机会学习就是我比较傻不知道单元作业555
0	11111111111
0	老师，您好。请问淋巴系统和表皮系统有什么关联吗？
0	hgyuiuyuiuo
0	goog...
0	不更新课程怎么回事
0	第三章的英文教学说实话就和屎一样，课件里没有例题具体分析的过程
1	内容组织有序，讲解清楚明白，习题分布合理。很棒。
0	期待更多视频，学好木材知识，走遍天下都不怕。′?`
0	老师纯粹在读PPT
0	qwerjkllkjhgfd
1	还不错，挺好的
1	好好好好好好好好
0	还不错 就是有些作业不太还操作
0	好多啊啊啊啊啊啊
0	非常好，只是提醒单元作业系统还未太完善
0	选错了可以退吗？
0	........
0	111111
0	让我们更加了解周总理，让周恩来精神能为人知晓，不被埋没。
1	学到了很多
1	课程内容有趣，知识量非常大
0	6666666666
1	受益匪浅啊
1	ps很实用，课棒棒的
1	感觉学到了很多知识，受益匪浅。
0	在电脑屏幕里面的老师感觉太拘束了，希望以后可以像现实课堂里一样活跃
1	感觉非常有意思
1	老师讲解清楚，非常好
1	学习到了很多知识
0	为什么要有这种课！！！
0	额还算行吧
0	作业设置不合理
0	都在做的好
1	课堂呈现形式新颖多元 老师的备课认真 上课态度严谨负责  教程PPT制作精美 课程内容排版工整优美 有效信息多 借助现代的艺术审美进行讲解 对当代大学生理解旗袍之美哟很大的启迪作用 让当代年轻人了解了中国传统文化的一部分 体现了课程的价值 是一门优秀的选修课程 值得一看 
0	8说了 开冲
1	哇超出预期了
